Job Title,Hospital,Link,Excel Link
"Research Associate, Centre for Population Health Research and Implementation",Contract,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Research-Associate%2C-Centre-for-Population-Health-Research-and-Implementation-%28Contract%29-Sing/23689344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Research-Associate%2C-Centre-for-Population-Health-Research-and-Implementation-%28Contract%29-Sing/23689344/"", ""View Job"")"
"Research Coordinator, Centre for Population Health Research and Implementation",Contract,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Research-Coordinator%2C-Centre-for-Population-Health-Research-and-Implementation-%28Contract%29-Sing/39883344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Research-Coordinator%2C-Centre-for-Population-Health-Research-and-Implementation-%28Contract%29-Sing/39883344/"", ""View Job"")"
"Assistant Director / Senior Manager , CPHRI (Contract)",Strategic Partnerships,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Assistant-Director-Senior-Manager-%28Strategic-Partnerships%29%2C-CPHRI-%28Contract%29-Sing/38142544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Assistant-Director-Senior-Manager-%28Strategic-Partnerships%29%2C-CPHRI-%28Contract%29-Sing/38142544/"", ""View Job"")"
Resident Physician,Doctor,https://careers.singhealth.com.sg/SNEC/job/Singapore-Resident-Physician-%28Doctor%29-Sing/13782644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SNEC/job/Singapore-Resident-Physician-%28Doctor%29-Sing/13782644/"", ""View Job"")"
Dental Surgery Assistant/ Senior Dental Surgery Assistant/ Lead Dental Surgery Assistant,Unknown,https://careers.singhealth.com.sg/NDCS/job/Singapore-Dental-Surgery-Assistant-Senior-Dental-Surgery-Assistant-Lead-Dental-Surgery-Assistant-Sing/14383244/,"=HYPERLINK(""https://careers.singhealth.com.sg/NDCS/job/Singapore-Dental-Surgery-Assistant-Senior-Dental-Surgery-Assistant-Lead-Dental-Surgery-Assistant-Sing/14383244/"", ""View Job"")"
"Senior Patient Service Associate, Patient Financial Services",Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Patient-Service-Associate%2C-Patient-Financial-Services-Sing/18660344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Patient-Service-Associate%2C-Patient-Financial-Services-Sing/18660344/"", ""View Job"")"
"Senior Manager, Patient Experience",Unknown,https://careers.singhealth.com.sg/NNI/job/Singapore-Senior-Manager%2C-Patient-Experience-Sing/41270244/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Senior-Manager%2C-Patient-Experience-Sing/41270244/"", ""View Job"")"
Speech Therapist,Rehabilitation Centre,https://careers.singhealth.com.sg/KKH/job/Singapore-Speech-Therapist-%28Rehabilitation-Centre%29-Sing/18391344/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Speech-Therapist-%28Rehabilitation-Centre%29-Sing/18391344/"", ""View Job"")"
"Principal / Senior Mechanical Engineer , EGH Planning Office",Hospital and Services Planning,https://careers.singhealth.com.sg/EGH/job/Singapore-Principal-Senior-Mechanical-Engineer-%28Hospital-and-Services-Planning%29%2C-EGH-Planning-Office-Sing/29387344/,"=HYPERLINK(""https://careers.singhealth.com.sg/EGH/job/Singapore-Principal-Senior-Mechanical-Engineer-%28Hospital-and-Services-Planning%29%2C-EGH-Planning-Office-Sing/29387344/"", ""View Job"")"
"Senior Executive/ Assistant Manager, Learning & Development",Unknown,https://careers.singhealth.com.sg/SCH/job/Singapore-Senior-Executive-Assistant-Manager%2C-Learning-&-Development-Sing/44868044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SCH/job/Singapore-Senior-Executive-Assistant-Manager%2C-Learning-&-Development-Sing/44868044/"", ""View Job"")"
Sponsorship for Diploma in Nursing,Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Sponsorship-for-Diploma-in-Nursing-Sing/12811244/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Sponsorship-for-Diploma-in-Nursing-Sing/12811244/"", ""View Job"")"
"Patient Service Associate / Executive, Specialist Outpatient Clinic",Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Patient-Service-Associate-Executive%2C-Specialist-Outpatient-Clinic-Sing/13646144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Patient-Service-Associate-Executive%2C-Specialist-Outpatient-Clinic-Sing/13646144/"", ""View Job"")"
"Senior Project Manager , Facilities Development",M&E Engineering,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Project-Manager-%28M&E-Engineering%29%2C-Facilities-Development-Sing/26067444/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Project-Manager-%28M&E-Engineering%29%2C-Facilities-Development-Sing/26067444/"", ""View Job"")"
Senior Physiotherapist,Singapore Prisons,https://careers.singhealth.com.sg/SHP/job/Singapore-Senior-Physiotherapist-%28Singapore-Prisons%29-Sing/29382144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Senior-Physiotherapist-%28Singapore-Prisons%29-Sing/29382144/"", ""View Job"")"
Sponsorship for Bachelor of Science  in Diagnostic Radiography,Hons,https://careers.singhealth.com.sg/NHCS/job/Singapore-Sponsorship-for-Bachelor-of-Science-%28Hons%29-in-Diagnostic-Radiography-Sing/12869444/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Sponsorship-for-Bachelor-of-Science-%28Hons%29-in-Diagnostic-Radiography-Sing/12869444/"", ""View Job"")"
"Senior Executive/ Assistant Manager, Licensing and Enterprise Risk Management",ECH,https://careers.singhealth.com.sg/SCH/job/Singapore-Senior-Executive-Assistant-Manager%2C-Licensing-and-Enterprise-Risk-Management-%28ECH%29-Sing/44347244/,"=HYPERLINK(""https://careers.singhealth.com.sg/SCH/job/Singapore-Senior-Executive-Assistant-Manager%2C-Licensing-and-Enterprise-Risk-Management-%28ECH%29-Sing/44347244/"", ""View Job"")"
"Manager, Office of Research",Research Finance,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Manager%2C-Office-of-Research-%28Research-Finance%29-Sing/37238644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Manager%2C-Office-of-Research-%28Research-Finance%29-Sing/37238644/"", ""View Job"")"
Senior / Associate,Office of Research,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Associate-%28Office-of-Research%29-Sing/44444944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Associate-%28Office-of-Research%29-Sing/44444944/"", ""View Job"")"
Senior Executive / Assistant Manager,Specialist Outpatient Clinics,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Executive-Assistant-Manager-%28Specialist-Outpatient-Clinics%29-Sing/12748344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Executive-Assistant-Manager-%28Specialist-Outpatient-Clinics%29-Sing/12748344/"", ""View Job"")"
"Analyst, Data Science, Health Services Research Centre",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Analyst%2C-Data-Science%2C-Health-Services-Research-Centre-Sing/20190044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Analyst%2C-Data-Science%2C-Health-Services-Research-Centre-Sing/20190044/"", ""View Job"")"
Health Care Attendant,Diagnostic Radiology,https://careers.singhealth.com.sg/SGH/job/Singapore-Health-Care-Attendant-%28Diagnostic-Radiology%29-Sing/12413544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Health-Care-Attendant-%28Diagnostic-Radiology%29-Sing/12413544/"", ""View Job"")"
Patient Service Associates,Radiology,https://careers.singhealth.com.sg/SGH/job/Singapore-Patient-Service-Associates-%28Radiology%29-Sing/12413644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Patient-Service-Associates-%28Radiology%29-Sing/12413644/"", ""View Job"")"
"Senior Executive/ Assistant Manager, Clinical Services",Contract,https://careers.singhealth.com.sg/SHP/job/Singapore-Senior-Executive-Assistant-Manager%2C-Clinical-Services-%28Contract%29-Sing/50706044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Senior-Executive-Assistant-Manager%2C-Clinical-Services-%28Contract%29-Sing/50706044/"", ""View Job"")"
Senior/ Principal Occupational Therapist,Paediatric Services,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Principal-Occupational-Therapist-%28Paediatric-Services%29-Sing/50710144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Principal-Occupational-Therapist-%28Paediatric-Services%29-Sing/50710144/"", ""View Job"")"
"Senior/Speech Therapist, Dept of Child Development",2-Year Contract,https://careers.singhealth.com.sg/KKH/job/Singapore-SeniorSpeech-Therapist%2C-Dept-of-Child-Development-%282-Year-Contract%29-Sing/12869944/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-SeniorSpeech-Therapist%2C-Dept-of-Child-Development-%282-Year-Contract%29-Sing/12869944/"", ""View Job"")"
Senior Staff Nurse,Specialty,https://careers.singhealth.com.sg/NNI/job/Singapore-Senior-Staff-Nurse-%28Specialty%29-Sing/20903044/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Senior-Staff-Nurse-%28Specialty%29-Sing/20903044/"", ""View Job"")"
Resident Physician,Neuroradiology,https://careers.singhealth.com.sg/NNI/job/Singapore-Resident-Physician-%28Neuroradiology%29-Sing/15628344/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Resident-Physician-%28Neuroradiology%29-Sing/15628344/"", ""View Job"")"
Healthcare Informatics Officer,Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Healthcare-Informatics-Officer-Sing/30715544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Healthcare-Informatics-Officer-Sing/30715544/"", ""View Job"")"
"Healthcare Informatics Officer, Medical Informatics Office",2-year Contract,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Healthcare-Informatics-Officer%2C-Medical-Informatics-Office-%282-year-Contract%29-Sing/36977744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Healthcare-Informatics-Officer%2C-Medical-Informatics-Office-%282-year-Contract%29-Sing/36977744/"", ""View Job"")"
Senior / Respiratory Therapist,Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Respiratory-Therapist-Sing/12790744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Respiratory-Therapist-Sing/12790744/"", ""View Job"")"
Sponsorship - Diploma in Pharmaceutical Science,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Diploma-in-Pharmaceutical-Science-Sing/18596244/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Diploma-in-Pharmaceutical-Science-Sing/18596244/"", ""View Job"")"
"Senior/ Analyst , Medical Informatics Office (2-year contract)",Training,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Analyst-%28Training%29%2C-Medical-Informatics-Office-%282-year-contract%29-Sing/34130644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Analyst-%28Training%29%2C-Medical-Informatics-Office-%282-year-contract%29-Sing/34130644/"", ""View Job"")"
Medical Physicist,Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Medical-Physicist-Sing/26157844/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Medical-Physicist-Sing/26157844/"", ""View Job"")"
"Patient Service Associate Executive, Pre-Operative & Admitting Services",Admissions,https://careers.singhealth.com.sg/SKH/job/Singapore-Patient-Service-Associate-Executive%2C-Pre-Operative-&-Admitting-Services-%28Admissions%29-Sing/44440544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Patient-Service-Associate-Executive%2C-Pre-Operative-&-Admitting-Services-%28Admissions%29-Sing/44440544/"", ""View Job"")"
"Clinical Associate, Cardiothoracic Surgery",Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Clinical-Associate%2C-Cardiothoracic-Surgery-Sing/16309744/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Clinical-Associate%2C-Cardiothoracic-Surgery-Sing/16309744/"", ""View Job"")"
Senior / Associate Executive,Oncologic Imaging,https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Associate-Executive-%28Oncologic-Imaging%29-Sing/14951744/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Associate-Executive-%28Oncologic-Imaging%29-Sing/14951744/"", ""View Job"")"
Patient Care Assistant,Pain Management,https://careers.singhealth.com.sg/SGH/job/Singapore-Patient-Care-Assistant-%28Pain-Management%29-Sing/44401044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Patient-Care-Assistant-%28Pain-Management%29-Sing/44401044/"", ""View Job"")"
"Assistant Manager / Senior Executive, Security",1-year contract,https://careers.singhealth.com.sg/SKH/job/Singapore-Assistant-Manager-Senior-Executive%2C-Security-%281-year-contract%29-Sing/44437044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Assistant-Manager-Senior-Executive%2C-Security-%281-year-contract%29-Sing/44437044/"", ""View Job"")"
"Medical Laboratory Scientist, Informatics, DPLM",Contract,https://careers.singhealth.com.sg/KKH/job/Singapore-Medical-Laboratory-Scientist%2C-Informatics%2C-DPLM-%28Contract%29-Sing/20170144/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Medical-Laboratory-Scientist%2C-Informatics%2C-DPLM-%28Contract%29-Sing/20170144/"", ""View Job"")"
"Clinical Research Coordinator, Investigational Medicine Unit",Contract,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Clinical-Research-Coordinator%2C-Investigational-Medicine-Unit-%28Contract%29-Sing/12399644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Clinical-Research-Coordinator%2C-Investigational-Medicine-Unit-%28Contract%29-Sing/12399644/"", ""View Job"")"
Consultant,Neuroradiology,https://careers.singhealth.com.sg/NNI/job/Singapore-Consultant-%28Neuroradiology%29-Sing/15628844/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Consultant-%28Neuroradiology%29-Sing/15628844/"", ""View Job"")"
Music Therapist,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Music-Therapist-Sing/14909044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Music-Therapist-Sing/14909044/"", ""View Job"")"
Senior Staff Nurse,OT,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Staff-Nurse-%28OT%29-Sing/15585644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Staff-Nurse-%28OT%29-Sing/15585644/"", ""View Job"")"
Associate / Research Coordinator,DMON,https://careers.singhealth.com.sg/NCCS/job/Singapore-Associate-Research-Coordinator-%28DMON%29-Sing/46392444/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Associate-Research-Coordinator-%28DMON%29-Sing/46392444/"", ""View Job"")"
Staff Nurse,Day Ward,https://careers.singhealth.com.sg/SNEC/job/Singapore-Staff-Nurse-%28Day-Ward%29-Sing/14307944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SNEC/job/Singapore-Staff-Nurse-%28Day-Ward%29-Sing/14307944/"", ""View Job"")"
Assistant Nurse Clinician,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Assistant-Nurse-Clinician-Sing/15586044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Assistant-Nurse-Clinician-Sing/15586044/"", ""View Job"")"
Data Scientist,DCS,https://careers.singhealth.com.sg/NCCS/job/Singapore-Data-Scientist-%28DCS%29-Sing/37146444/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Data-Scientist-%28DCS%29-Sing/37146444/"", ""View Job"")"
Research Officer,Unknown,https://careers.singhealth.com.sg/NNI/job/Singapore-Research-Officer-Sing/45732044/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Research-Officer-Sing/45732044/"", ""View Job"")"
"Senior Assistant Manager, Office of Patient Experience - Eastern General Hospital Planning Office",Unknown,https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-Assistant-Manager%2C-Office-of-Patient-Experience-Eastern-General-Hospital-Planning-Office-Sing/45762244/,"=HYPERLINK(""https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-Assistant-Manager%2C-Office-of-Patient-Experience-Eastern-General-Hospital-Planning-Office-Sing/45762244/"", ""View Job"")"
Audiologist,Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Audiologist-Sing/45728844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Audiologist-Sing/45728844/"", ""View Job"")"
"Senior / Associate Executive, Operations Support Services",Event Support,https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Associate-Executive%2C-Operations-Support-Services-%28Event-Support%29-Sing/35869244/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Associate-Executive%2C-Operations-Support-Services-%28Event-Support%29-Sing/35869244/"", ""View Job"")"
Audiometrician,Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Audiometrician-Sing/45727944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Audiometrician-Sing/45727944/"", ""View Job"")"
"Senior Assistant Manager , Human Resources",Training,https://careers.singhealth.com.sg/NNI/job/Singapore-Senior-Assistant-Manager-%28Training%29%2C-Human-Resources-Sing/47223144/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Senior-Assistant-Manager-%28Training%29%2C-Human-Resources-Sing/47223144/"", ""View Job"")"
Senior / Pharmacist,Unknown,https://careers.singhealth.com.sg/SCH/job/Singapore-Senior-Pharmacist-Sing/12777544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SCH/job/Singapore-Senior-Pharmacist-Sing/12777544/"", ""View Job"")"
"Patient Service Associate, Cardiac Clinics",Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Patient-Service-Associate%2C-Cardiac-Clinics-Sing/12407144/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Patient-Service-Associate%2C-Cardiac-Clinics-Sing/12407144/"", ""View Job"")"
"Senior/Staff Nurse, Eastern General Hospital Planning Office",Unknown,https://careers.singhealth.com.sg/EGH/job/Singapore-SeniorStaff-Nurse%2C-Eastern-General-Hospital-Planning-Office-Sing/50630944/,"=HYPERLINK(""https://careers.singhealth.com.sg/EGH/job/Singapore-SeniorStaff-Nurse%2C-Eastern-General-Hospital-Planning-Office-Sing/50630944/"", ""View Job"")"
"Manager, Corporate Planning",Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Manager%2C-Corporate-Planning-Sing/50651144/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Manager%2C-Corporate-Planning-Sing/50651144/"", ""View Job"")"
Research Manager,Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Research-Manager-Sing/50650944/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Research-Manager-Sing/50650944/"", ""View Job"")"
"Executive, Finance and Staff Engagement",Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Executive%2C-Finance-and-Staff-Engagement-Sing/25129544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Executive%2C-Finance-and-Staff-Engagement-Sing/25129544/"", ""View Job"")"
"Health Care Attendant, Physiotherapy",Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Health-Care-Attendant%2C-Physiotherapy-Sing/22396844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Health-Care-Attendant%2C-Physiotherapy-Sing/22396844/"", ""View Job"")"
"Senior Assistant/ Manager, Joint Office of Academic Medicine",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Assistant-Manager%2C-Joint-Office-of-Academic-Medicine-Sing/35444144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Assistant-Manager%2C-Joint-Office-of-Academic-Medicine-Sing/35444144/"", ""View Job"")"
"Assistant Manager / Senior Executive, SingHealth Intensive Care Council Unit",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Assistant-Manager-Senior-Executive%2C-SingHealth-Intensive-Care-Council-Unit-Sing/24123244/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Assistant-Manager-Senior-Executive%2C-SingHealth-Intensive-Care-Council-Unit-Sing/24123244/"", ""View Job"")"
"Manager, Crisis Planning & Operations",Diseases Outbreak,https://careers.singhealth.com.sg/CGH/job/Singapore-Manager%2C-Crisis-Planning-&-Operations-%28Diseases-Outbreak%29-Sing/48343344/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Manager%2C-Crisis-Planning-&-Operations-%28Diseases-Outbreak%29-Sing/48343344/"", ""View Job"")"
Nurse Manager,Unknown,https://careers.singhealth.com.sg/SHP/job/Singapore-Nurse-Manager-Sing/12657644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Nurse-Manager-Sing/12657644/"", ""View Job"")"
Pharmacy Assistant  - Contract,Projects,https://careers.singhealth.com.sg/SGH/job/Singapore-Pharmacy-Assistant-%28Projects%29-Contract-Sing/21611444/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Pharmacy-Assistant-%28Projects%29-Contract-Sing/21611444/"", ""View Job"")"
"Senior / Engineer, Facilities Management",Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Engineer%2C-Facilities-Management-Sing/26097744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Engineer%2C-Facilities-Management-Sing/26097744/"", ""View Job"")"
Radiography Assistant,Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Radiography-Assistant-Sing/45673244/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Radiography-Assistant-Sing/45673244/"", ""View Job"")"
Care Support Associate,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Care-Support-Associate-Sing/12754644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Care-Support-Associate-Sing/12754644/"", ""View Job"")"
Research Officer,Ref:DSSOPC,https://careers.singhealth.com.sg/NCCS/job/Singapore-Research-Officer-%28RefDSSOPC%29-Sing/44292044/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Research-Officer-%28RefDSSOPC%29-Sing/44292044/"", ""View Job"")"
Senior Manager / Assistant Director  - Office of Strategy Management,Change Management Unit,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Manager-Assistant-Director-%28Change-Management-Unit%29-Office-of-Strategy-Management-Sing/40513744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Manager-Assistant-Director-%28Change-Management-Unit%29-Office-of-Strategy-Management-Sing/40513744/"", ""View Job"")"
"Senior Assistant / Manager, HSRC",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Assistant-Manager%2C-HSRC-Sing/47178244/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Assistant-Manager%2C-HSRC-Sing/47178244/"", ""View Job"")"
"Senior / Assistant Manager, SingHealth Experimental Medicine Centre",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Assistant-Manager%2C-SingHealth-Experimental-Medicine-Centre-Sing/34529344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Assistant-Manager%2C-SingHealth-Experimental-Medicine-Centre-Sing/34529344/"", ""View Job"")"
Patient Service Associate,Unknown,https://careers.singhealth.com.sg/NNI/job/Singapore-Patient-Service-Associate-Sing/14892944/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Patient-Service-Associate-Sing/14892944/"", ""View Job"")"
Respiratory Therapist,Contract,https://careers.singhealth.com.sg/KKH/job/Singapore-Respiratory-Therapist-%28Contract%29-Sing/48279344/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Respiratory-Therapist-%28Contract%29-Sing/48279344/"", ""View Job"")"
Senior/ Staff Nurse,Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Staff-Nurse-Sing/12414144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Staff-Nurse-Sing/12414144/"", ""View Job"")"
"Patient Care Assistant, Emergency Department/ Inpatient",Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Patient-Care-Assistant%2C-Emergency-Department-Inpatient-Sing/12414444/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Patient-Care-Assistant%2C-Emergency-Department-Inpatient-Sing/12414444/"", ""View Job"")"
Clinician Scientist,Unknown,https://careers.singhealth.com.sg/NNI/job/Singapore-Clinician-Scientist-Sing/12408844/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Clinician-Scientist-Sing/12408844/"", ""View Job"")"
"Resident Physician, Cardiology",Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Resident-Physician%2C-Cardiology-Sing/12406444/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Resident-Physician%2C-Cardiology-Sing/12406444/"", ""View Job"")"
Sponsorship - Higher NITEC in Nursing,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Higher-NITEC-in-Nursing-Sing/21555944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Higher-NITEC-in-Nursing-Sing/21555944/"", ""View Job"")"
"Patient Service Associate, Rehabilitation Centre and Acupuncture Services",Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Patient-Service-Associate%2C-Rehabilitation-Centre-and-Acupuncture-Services-Sing/21028544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Patient-Service-Associate%2C-Rehabilitation-Centre-and-Acupuncture-Services-Sing/21028544/"", ""View Job"")"
Senior Staff Nurse,Unknown,https://careers.singhealth.com.sg/SHP/job/Singapore-Senior-Staff-Nurse-Sing/22271644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Senior-Staff-Nurse-Sing/22271644/"", ""View Job"")"
Pharmacy Technician,Shift Work,https://careers.singhealth.com.sg/SGH/job/Singapore-Pharmacy-Technician-%28Shift-Work%29-Sing/18539844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Pharmacy-Technician-%28Shift-Work%29-Sing/18539844/"", ""View Job"")"
Instrument Technician,Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Instrument-Technician-Sing/12414644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Instrument-Technician-Sing/12414644/"", ""View Job"")"
"Resident Physician, Cardiothoracic Surgery",Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Resident-Physician%2C-Cardiothoracic-Surgery-Sing/12406344/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Resident-Physician%2C-Cardiothoracic-Surgery-Sing/12406344/"", ""View Job"")"
